tree,day,female,male
71,2598,1.0,0.0
71,2611,2.0,0.0
71,2625,2.0,0.0
71,2638,1.0,0.0
71,2656,2.0,0.0
71,2670,1.0,0.0
71,2682,1.0,0.0
71,2696,1.0,0.0
71,2709,1.0,0.0
71,2723,0.0,1.0
71,2739,0.0,1.0
71,2752,0.0,1.0
71,2779,0.0,1.0
71,2793,0.0,1.0
71,2822,0.0,1.0
71,2961,2.0,0.0
71,2975,3.0,0.0
71,2988,1.0,0.0
71,2999,2.0,0.0
71,3017,2.0,0.0
71,3032,1.0,1.0
71,3046,0.0,1.0
71,3060,0.0,1.0
71,3074,0.0,1.0
71,3101,0.0,1.0
71,3115,0.0,1.0
72,416,2.0,0.0
72,430,2.0,0.0
72,444,2.0,0.0
72,457,1.0,0.0
72,470,2.0,0.0
72,484,3.0,0.0
72,498,1.0,0.0
72,511,1.0,0.0
72,525,1.0,0.0
72,539,1.0,0.0
72,556,1.0,0.0
72,826,1.0,2.0
72,841,3.0,0.0
72,854,2.0,0.0
72,868,2.0,0.0
72,882,1.0,0.0
72,896,1.0,0.0
72,910,0.0,1.0
72,924,0.0,1.0
72,939,0.0,1.0
72,953,0.0,1.0
72,967,0.0,1.0
72,981,0.0,1.0
72,994,0.0,1.0
72,1008,0.0,1.0
72,1021,0.0,1.0
72,1036,0.0,1.0
72,1050,0.0,1.0
72,1121,1.0,0.0
72,1134,1.0,1.0
72,1149,2.0,0.0
72,1162,2.0,0.0
72,1177,1.0,0.0
72,1193,2.0,0.0
72,1209,1.0,1.0
72,1218,0.0,1.0
72,1237,0.0,1.0
72,1247,0.0,1.0
72,1261,0.0,1.0
72,1275,0.0,1.0
72,1288,0.0,1.0
72,1303,0.0,1.0
72,1315,0.0,1.0
72,1344,0.0,1.0
72,1457,2.0,0.0
72,1472,3.0,0.0
72,1484,1.0,0.0
72,1498,1.0,0.0
72,1512,1.0,0.0
72,1526,2.0,0.0
72,1542,2.0,0.0
72,1554,1.0,0.0
72,1569,1.0,0.0
72,1582,1.0,0.0
72,1597,1.0,1.0
72,1611,1.0,0.0
72,1639,1.0,0.0
72,1653,1.0,0.0
72,1891,5.0,0.0
72,1905,2.0,0.0
72,1918,3.0,0.0
72,1932,2.0,0.0
72,1953,1.0,0.0
72,1967,0.0,1.0
72,1981,0.0,1.0
72,1995,0.0,1.0
72,2010,0.0,1.0
72,2037,0.0,1.0
72,2051,0.0,1.0
72,2247,0.0,1.0
72,2260,1.0,0.0
72,2275,1.0,0.0
72,2289,2.0,0.0
72,2304,2.0,0.0
72,2317,1.0,0.0
72,2332,2.0,0.0
72,2346,0.0,1.0
72,2373,0.0,1.0
72,2387,0.0,1.0
72,2400,0.0,2.0
72,2427,0.0,1.0
72,2444,0.0,1.0
72,2457,0.0,1.0
72,2472,0.0,1.0
72,2499,0.0,1.0
72,2513,0.0,1.0
72,2569,0.0,2.0
72,2583,1.0,0.0
72,2598,1.0,0.0
72,2611,1.0,0.0
72,2625,1.0,0.0
72,2638,3.0,0.0
72,2659,1.0,0.0
72,2670,2.0,0.0
72,2682,1.0,0.0
72,2696,0.0,1.0
72,2723,0.0,1.0
72,2739,0.0,1.0
72,2752,0.0,1.0
72,2779,0.0,1.0
72,2793,0.0,1.0
72,2808,0.0,1.0
72,2822,0.0,1.0
72,2863,0.0,1.0
72,2933,0.0,2.0
72,2950,0.0,1.0
72,2975,3.0,0.0
72,2988,2.0,0.0
72,2999,2.0,0.0
72,3017,1.0,0.0
72,3032,1.0,0.0
72,3046,1.0,1.0
72,3060,0.0,1.0
72,3087,0.0,1.0
72,3101,0.0,1.0
72,3115,0.0,1.0
72,3143,0.0,2.0
72,3157,0.0,1.0
72,3171,0.0,1.0
72,3227,0.0,1.0
72,3241,0.0,1.0
73,387,3.0,0.0
73,400,3.0,0.0
73,416,2.0,0.0
73,430,1.0,0.0
73,444,1.0,0.0
73,457,2.0,0.0
73,470,2.0,0.0
73,484,1.0,0.0
73,499,2.0,0.0
73,511,1.0,0.0
73,525,1.0,0.0
73,539,1.0,0.0
73,556,2.0,0.0
73,770,0.0,1.0
73,785,0.0,1.0
73,798,1.0,1.0
73,812,3.0,0.0
73,826,2.0,0.0
73,841,2.0,0.0
73,868,1.0,0.0
73,882,0.0,2.0
73,896,0.0,4.0
73,924,0.0,1.0
73,953,0.0,2.0
73,967,0.0,1.0
73,981,0.0,1.0
73,994,1.0,0.0
73,1021,1.0,0.0
73,1036,1.0,0.0
73,1050,1.0,0.0
73,1092,2.0,0.0
73,1106,1.0,0.0
73,1121,1.0,0.0
73,1134,2.0,0.0
73,1149,2.0,0.0
73,1162,2.0,0.0
73,1177,0.0,1.0
73,1193,0.0,1.0
73,1209,0.0,1.0
73,1218,0.0,1.0
73,1237,0.0,1.0
73,1247,0.0,1.0
73,1261,0.0,1.0
73,1275,0.0,1.0
73,1303,0.0,1.0
73,1315,0.0,1.0
73,1472,4.0,0.0
73,1484,3.0,0.0
73,1498,1.0,0.0
73,1512,2.0,0.0
73,1526,2.0,0.0
73,1542,1.0,0.0
73,1554,1.0,1.0
73,1569,0.0,1.0
73,1581,0.0,1.0
73,1597,0.0,1.0
73,1611,0.0,2.0
73,1624,0.0,1.0
73,1653,0.0,1.0
73,1680,0.0,2.0
73,1708,0.0,1.0
73,1821,1.0,0.0
73,1835,2.0,0.0
73,1848,1.0,1.0
73,1862,0.0,1.0
73,1877,0.0,2.0
73,1891,0.0,2.0
73,1905,0.0,1.0
73,1918,2.0,0.0
73,1932,0.0,2.0
73,1953,0.0,1.0
73,1967,0.0,2.0
73,1981,1.0,0.0
73,1995,1.0,0.0
73,2010,1.0,0.0
73,2037,1.0,0.0
73,2079,1.0,0.0
73,2093,1.0,0.0
73,2108,1.0,0.0
73,2135,1.0,0.0
73,2151,1.0,0.0
73,2205,1.0,0.0
73,2219,1.0,0.0
73,2234,1.0,0.0
73,2247,1.0,0.0
73,2260,1.0,0.0
73,2275,0.0,1.0
73,2289,1.0,0.0
73,2304,2.0,0.0
73,2332,0.0,2.0
73,2360,0.0,2.0
73,2373,0.0,1.0
73,2387,0.0,1.0
73,2400,0.0,1.0
73,2414,0.0,1.0
73,2427,0.0,1.0
73,2444,0.0,1.0
73,2457,0.0,1.0
73,2472,0.0,1.0
73,2484,0.0,1.0
73,2583,2.0,0.0
73,2598,3.0,0.0
73,2611,1.0,0.0
73,2625,2.0,0.0
73,2638,2.0,0.0
73,2656,1.0,0.0
73,2670,2.0,0.0
73,2682,0.0,1.0
73,2696,0.0,1.0
73,2709,0.0,1.0
73,2723,0.0,1.0
73,2752,0.0,1.0
73,2765,0.0,1.0
73,2779,0.0,1.0
73,2808,0.0,1.0
73,2836,0.0,1.0
73,2849,0.0,1.0
73,2950,0.0,1.0
73,2961,3.0,0.0
73,2975,2.0,0.0
73,2988,0.0,1.0
73,2999,0.0,1.0
73,3017,0.0,1.0
73,3032,0.0,1.0
73,3060,0.0,1.0
73,3074,0.0,1.0
73,3087,0.0,1.0
73,3099,0.0,1.0
73,3115,0.0,2.0
73,3129,0.0,1.0
73,3143,0.0,1.0
73,3157,0.0,1.0
73,3171,0.0,1.0
73,3186,0.0,1.0
73,3199,1.0,0.0
73,3213,1.0,0.0
74,329,1.0,0.0
74,387,1.0,0.0
74,400,2.0,0.0
74,416,1.0,0.0
74,430,2.0,0.0
74,444,2.0,0.0
74,457,2.0,0.0
74,470,2.0,0.0
74,484,2.0,0.0
74,498,1.0,0.0
74,511,1.0,0.0
74,539,1.0,0.0
74,556,2.0,0.0
74,582,2.0,0.0
74,798,2.0,0.0
74,812,3.0,0.0
74,826,1.0,0.0
74,841,2.0,0.0
74,854,2.0,0.0
74,868,1.0,0.0
74,882,1.0,0.0
74,896,1.0,0.0
74,910,1.0,0.0
74,924,1.0,0.0
74,939,2.0,0.0
74,967,1.0,0.0
74,994,1.0,0.0
74,1021,1.0,0.0
74,1036,1.0,0.0
74,1078,1.0,0.0
74,1107,1.0,0.0
74,1121,2.0,0.0
74,1135,2.0,0.0
74,1149,1.0,0.0
74,1163,2.0,0.0
74,1179,1.0,0.0
74,1193,1.0,0.0
74,1209,1.0,0.0
74,1218,1.0,0.0
74,1237,1.0,0.0
74,1261,1.0,0.0
74,1289,1.0,0.0
74,1305,1.0,0.0
74,1315,1.0,0.0
74,1331,0.0,1.0
74,1498,3.0,0.0
74,1513,2.0,0.0
74,1526,1.0,0.0
74,1542,2.0,0.0
74,1555,2.0,0.0
74,1569,2.0,0.0
74,1582,1.0,0.0
74,1597,1.0,0.0
74,1611,2.0,0.0
74,1624,1.0,0.0
74,1653,0.0,1.0
74,1694,0.0,1.0
74,1862,1.0,0.0
74,1877,1.0,0.0
74,1891,3.0,0.0
74,1906,1.0,0.0
74,1918,1.0,1.0
74,1932,0.0,1.0
74,1953,0.0,2.0
74,1967,0.0,1.0
74,1981,0.0,1.0
74,1995,0.0,1.0
74,2010,0.0,1.0
74,2023,0.0,1.0
74,2051,0.0,1.0
74,2079,1.0,0.0
74,2178,1.0,0.0
74,2191,1.0,0.0
74,2205,1.0,0.0
74,2219,1.0,0.0
74,2234,1.0,0.0
74,2247,1.0,0.0
74,2260,1.0,0.0
74,2275,1.0,0.0
74,2304,1.0,0.0
74,2317,1.0,0.0
74,2332,1.0,1.0
74,2346,0.0,1.0
74,2360,0.0,1.0
74,2373,0.0,1.0
74,2387,0.0,1.0
74,2414,0.0,1.0
74,2444,0.0,1.0
74,2458,0.0,1.0
74,2555,1.0,0.0
74,2569,1.0,0.0
74,2585,2.0,0.0
74,2599,2.0,0.0
74,2612,1.0,0.0
74,2626,2.0,0.0
74,2639,2.0,0.0
74,2658,1.0,0.0
74,2672,1.0,0.0
74,2683,1.0,0.0
74,2697,0.0,1.0
74,2724,0.0,1.0
74,2740,0.0,1.0
74,2753,0.0,1.0
74,2950,1.0,0.0
74,2962,4.0,0.0
74,2976,1.0,0.0
74,2989,1.0,0.0
74,3018,2.0,0.0
74,3034,1.0,0.0
74,3047,0.0,1.0
74,3061,0.0,2.0
74,3074,0.0,1.0
74,3087,0.0,1.0
75,343,1.0,0.0
75,416,1.0,0.0
75,430,3.0,0.0
75,444,1.0,0.0
75,470,3.0,0.0
75,484,4.0,0.0
75,498,1.0,0.0
75,511,1.0,0.0
75,525,1.0,0.0
75,539,1.0,0.0
75,568,2.0,0.0
75,646,1.0,0.0
75,770,1.0,0.0
75,785,2.0,0.0
75,798,1.0,0.0
75,812,2.0,0.0
75,826,2.0,0.0
75,841,1.0,0.0
75,854,1.0,0.0
75,868,1.0,0.0
75,882,0.0,1.0
75,896,0.0,1.0
75,910,0.0,1.0
75,924,0.0,1.0
75,939,0.0,1.0
75,953,0.0,1.0
75,967,0.0,1.0
75,981,0.0,1.0
75,994,0.0,1.0
75,1008,0.0,1.0
75,1021,1.0,0.0
75,1064,1.0,0.0
75,1092,2.0,0.0
75,1107,2.0,0.0
75,1121,1.0,0.0
75,1135,1.0,0.0
75,1149,1.0,0.0
75,1163,2.0,0.0
75,1179,1.0,0.0
75,1193,1.0,0.0
75,1209,1.0,0.0
75,1218,0.0,1.0
75,1237,0.0,1.0
75,1261,0.0,1.0
75,1275,0.0,1.0
75,1315,0.0,1.0
75,1457,4.0,0.0
75,1472,2.0,0.0
75,1484,2.0,0.0
75,1498,1.0,0.0
75,1513,1.0,0.0
75,1526,1.0,0.0
75,1542,0.0,1.0
75,1555,1.0,1.0
75,1569,0.0,1.0
75,1582,0.0,1.0
75,1597,0.0,1.0
75,1624,1.0,0.0
75,1639,1.0,0.0
75,1653,1.0,0.0
75,1680,1.0,0.0
75,1806,2.0,0.0
75,1821,2.0,0.0
75,1835,1.0,1.0
75,1862,0.0,1.0
75,1877,0.0,2.0
75,1891,0.0,1.0
75,1906,0.0,1.0
75,1918,0.0,2.0
75,1932,0.0,1.0
75,1953,0.0,1.0
75,1967,0.0,1.0
75,1981,0.0,1.0
75,1995,1.0,0.0
75,2010,1.0,0.0
75,2037,1.0,0.0
75,2066,1.0,0.0
75,2079,1.0,0.0
75,2093,1.0,0.0
75,2121,1.0,0.0
75,2135,1.0,0.0
75,2151,1.0,0.0
75,2178,1.0,0.0
75,2205,1.0,0.0
75,2219,1.0,0.0
75,2247,1.0,0.0
75,2260,1.0,0.0
75,2275,0.0,1.0
75,2289,0.0,1.0
75,2304,0.0,1.0
75,2317,0.0,1.0
75,2332,0.0,2.0
75,2346,0.0,1.0
75,2360,0.0,1.0
75,2373,0.0,1.0
75,2387,1.0,0.0
75,2400,1.0,0.0
75,2414,1.0,0.0
75,2427,2.0,0.0
75,2458,1.0,0.0
75,2472,1.0,0.0
75,2484,1.0,0.0
75,2500,1.0,0.0
75,2513,1.0,0.0
75,2541,1.0,0.0
75,2569,1.0,0.0
75,2585,1.0,0.0
75,2599,1.0,0.0
75,2612,1.0,0.0
75,2626,1.0,0.0
75,2639,1.0,0.0
75,2740,0.0,1.0
75,2753,1.0,0.0
75,2765,0.0,1.0
75,2779,0.0,1.0
75,2793,0.0,1.0
75,2808,0.0,1.0
75,2822,0.0,2.0
75,2838,0.0,2.0
75,2850,0.0,1.0
75,2864,0.0,1.0
75,2878,0.0,1.0
75,2906,2.0,0.0
75,2920,1.0,0.0
75,2934,1.0,0.0
75,2950,1.0,0.0
75,2962,1.0,0.0
75,2976,1.0,0.0
75,2989,1.0,0.0
75,3018,1.0,0.0
75,3033,1.0,0.0
75,3047,1.0,0.0
75,3060,1.0,0.0
75,3074,0.0,1.0
75,3087,0.0,1.0
75,3101,0.0,1.0
75,3115,0.0,1.0
75,3129,1.0,0.0
76,329,1.0,0.0
76,343,2.0,0.0
76,387,1.0,0.0
76,400,2.0,0.0
76,416,1.0,0.0
76,430,3.0,0.0
76,444,1.0,0.0
76,457,1.0,0.0
76,470,2.0,0.0
76,484,3.0,0.0
76,498,1.0,0.0
76,511,2.0,0.0
76,539,1.0,0.0
76,556,2.0,0.0
76,568,1.0,0.0
76,798,2.0,1.0
76,812,2.0,0.0
76,826,2.0,0.0
76,841,2.0,0.0
76,854,2.0,0.0
76,868,1.0,0.0
76,882,0.0,1.0
76,896,0.0,1.0
76,910,0.0,1.0
76,924,0.0,2.0
76,939,0.0,1.0
76,953,0.0,1.0
76,967,0.0,1.0
76,994,0.0,1.0
76,1008,1.0,0.0
76,1021,1.0,0.0
76,1036,1.0,0.0
76,1050,1.0,0.0
76,1064,1.0,0.0
76,1078,1.0,0.0
76,1092,1.0,0.0
76,1107,1.0,0.0
76,1121,1.0,0.0
76,1135,1.0,0.0
76,1149,1.0,0.0
76,1163,1.0,0.0
76,1179,0.0,2.0
76,1193,0.0,2.0
76,1209,0.0,1.0
76,1218,0.0,1.0
76,1237,0.0,1.0
76,1261,0.0,1.0
76,1275,0.0,1.0
76,1415,3.0,0.0
76,1429,3.0,0.0
76,1444,2.0,0.0
76,1457,1.0,0.0
76,1472,1.0,0.0
76,1484,2.0,0.0
76,1498,1.0,0.0
76,1513,1.0,0.0
76,1526,2.0,0.0
76,1542,1.0,0.0
76,1555,1.0,0.0
76,1569,1.0,0.0
76,1582,1.0,0.0
76,1611,1.0,0.0
76,1624,1.0,0.0
76,1666,1.0,0.0
76,1848,2.0,0.0
76,1862,1.0,2.0
76,1877,1.0,1.0
76,1891,0.0,3.0
76,1906,0.0,1.0
76,1918,1.0,2.0
76,1932,1.0,0.0
76,1953,0.0,1.0
76,1967,0.0,1.0
76,1981,1.0,0.0
76,1995,1.0,0.0
76,2010,1.0,0.0
76,2037,1.0,0.0
76,2079,1.0,0.0
76,2093,1.0,0.0
76,2114,1.0,0.0
76,2205,1.0,0.0
76,2219,1.0,0.0
76,2234,0.0,1.0
76,2247,0.0,1.0
76,2260,0.0,1.0
76,2275,0.0,1.0
76,2289,0.0,1.0
76,2304,0.0,2.0
76,2317,0.0,1.0
76,2332,0.0,2.0
76,2360,2.0,0.0
76,2373,1.0,0.0
76,2387,0.0,2.0
76,2414,0.0,1.0
76,2427,0.0,1.0
76,2444,0.0,1.0
76,2458,0.0,1.0
76,2472,0.0,1.0
76,2484,0.0,1.0
76,2500,1.0,0.0
76,2513,1.0,0.0
76,2555,1.0,0.0
76,2569,2.0,0.0
76,2585,1.0,0.0
76,2599,1.0,0.0
76,2628,1.0,1.0
76,2639,0.0,1.0
76,2658,0.0,1.0
76,2672,0.0,1.0
76,2683,0.0,1.0
76,2697,0.0,1.0
76,2710,0.0,1.0
76,2724,0.0,1.0
76,2740,0.0,1.0
76,2753,0.0,1.0
76,2779,0.0,1.0
76,2793,0.0,1.0
76,2878,1.0,1.0
76,2892,0.0,1.0
76,2906,2.0,0.0
76,2920,1.0,0.0
76,2934,2.0,0.0
76,2950,1.0,0.0
76,2962,1.0,0.0
76,2976,1.0,0.0
76,2989,2.0,0.0
76,3018,0.0,1.0
76,3033,0.0,1.0
76,3047,0.0,1.0
76,3061,0.0,1.0
76,3075,0.0,1.0
76,3101,0.0,1.0
76,3115,1.0,0.0
76,3129,1.0,0.0
77,400,2.0,0.0
77,416,1.0,0.0
77,430,2.0,0.0
77,444,2.0,0.0
77,457,1.0,0.0
77,484,2.0,0.0
77,498,3.0,0.0
77,511,1.0,0.0
77,526,1.0,0.0
77,540,1.0,0.0
77,570,1.0,0.0
77,799,1.0,0.0
77,815,4.0,0.0
77,826,3.0,0.0
77,854,1.0,0.0
77,868,1.0,0.0
77,883,2.0,0.0
77,897,2.0,0.0
77,911,1.0,0.0
77,925,1.0,0.0
77,939,0.0,1.0
77,955,1.0,0.0
77,969,0.0,1.0
77,981,0.0,1.0
77,1037,0.0,2.0
77,1093,0.0,1.0
77,1135,0.0,1.0
77,1149,2.0,0.0
77,1163,3.0,0.0
77,1179,2.0,0.0
77,1195,1.0,0.0
77,1209,1.0,0.0
77,1219,1.0,1.0
77,1237,0.0,1.0
77,1247,0.0,1.0
77,1261,0.0,1.0
77,1289,0.0,1.0
77,1305,0.0,2.0
77,1331,0.0,1.0
77,1472,1.0,0.0
77,1485,1.0,0.0
77,1499,3.0,0.0
77,1513,2.0,0.0
77,1527,1.0,0.0
77,1542,2.0,0.0
77,1555,1.0,0.0
77,1571,0.0,2.0
77,1587,0.0,1.0
77,1598,0.0,1.0
77,1611,0.0,1.0
77,1640,0.0,1.0
77,1650,0.0,1.0
77,1695,1.0,0.0
77,1823,1.0,0.0
77,1836,1.0,0.0
77,1850,2.0,0.0
77,1863,1.0,0.0
77,1879,2.0,0.0
77,1893,1.0,0.0
77,1906,2.0,0.0
77,1919,2.0,0.0
77,1933,2.0,0.0
77,1954,0.0,1.0
77,1968,0.0,1.0
77,1982,0.0,1.0
77,2024,0.0,1.0
77,2038,0.0,1.0
77,2220,1.0,0.0
77,2235,1.0,0.0
77,2248,1.0,0.0
77,2261,1.0,0.0
77,2277,1.0,0.0
77,2291,1.0,0.0
77,2305,2.0,0.0
77,2319,1.0,0.0
77,2333,1.0,0.0
77,2347,1.0,0.0
77,2362,1.0,1.0
77,2374,0.0,1.0
77,2389,0.0,1.0
77,2401,0.0,1.0
77,2428,0.0,1.0
77,2473,0.0,1.0
77,2485,1.0,0.0
77,2584,1.0,0.0
77,2599,2.0,0.0
77,2612,2.0,0.0
77,2626,2.0,0.0
77,2639,3.0,0.0
77,2672,1.0,0.0
77,2683,1.0,0.0
77,2697,1.0,0.0
77,2710,0.0,1.0
77,2724,0.0,1.0
77,2740,0.0,1.0
77,2753,0.0,1.0
77,2767,0.0,1.0
77,2794,0.0,1.0
77,2838,0.0,1.0
77,2950,1.0,0.0
77,2976,3.0,0.0
77,2989,3.0,0.0
77,3004,2.0,0.0
77,3018,0.0,1.0
77,3034,0.0,1.0
77,3047,0.0,2.0
77,3061,0.0,1.0
77,3075,0.0,1.0
77,3088,0.0,1.0
77,3117,0.0,1.0
77,3130,0.0,1.0
78,400,2.0,0.0
78,416,2.0,0.0
78,430,3.0,0.0
78,444,1.0,0.0
78,457,3.0,0.0
78,470,1.0,0.0
78,484,2.0,0.0
78,498,1.0,0.0
78,525,2.0,0.0
78,539,1.0,0.0
78,568,2.0,0.0
78,770,0.0,1.0
78,785,0.0,2.0
78,798,2.0,0.0
78,812,2.0,0.0
78,826,1.0,0.0
78,841,1.0,0.0
78,854,2.0,0.0
78,868,1.0,0.0
78,882,2.0,0.0
78,896,0.0,1.0
78,924,0.0,1.0
78,939,0.0,1.0
78,953,0.0,1.0
78,967,0.0,1.0
78,981,0.0,1.0
78,994,0.0,1.0
78,1021,2.0,0.0
78,1036,1.0,0.0
78,1064,1.0,0.0
78,1078,2.0,0.0
78,1107,1.0,0.0
78,1121,1.0,0.0
78,1135,1.0,0.0
78,1149,2.0,0.0
78,1162,1.0,0.0
78,1179,2.0,0.0
78,1193,1.0,0.0
78,1209,1.0,0.0
78,1218,1.0,0.0
78,1237,0.0,1.0
78,1261,0.0,1.0
78,1275,0.0,1.0
78,1305,0.0,1.0
78,1315,1.0,0.0
78,1331,1.0,0.0
78,1361,1.0,0.0
78,1457,1.0,0.0
78,1472,4.0,0.0
78,1484,3.0,0.0
78,1498,2.0,0.0
78,1513,1.0,0.0
78,1526,1.0,0.0
78,1542,2.0,0.0
78,1555,2.0,0.0
78,1569,1.0,0.0
78,1582,2.0,0.0
78,1597,2.0,0.0
78,1639,1.0,0.0
78,1653,1.0,0.0
78,1694,1.0,0.0
78,1848,1.0,0.0
78,1862,2.0,0.0
78,1877,2.0,0.0
78,1891,2.0,0.0
78,1906,2.0,0.0
78,1918,1.0,0.0
78,1932,2.0,0.0
78,1953,1.0,1.0
78,1967,1.0,0.0
78,1981,1.0,0.0
78,2023,1.0,0.0
78,2051,1.0,0.0
78,2219,1.0,0.0
78,2234,1.0,0.0
78,2247,1.0,0.0
78,2260,1.0,0.0
78,2275,1.0,0.0
78,2289,1.0,0.0
78,2304,1.0,0.0
78,2317,1.0,0.0
78,2332,1.0,0.0
78,2360,1.0,1.0
78,2373,0.0,1.0
78,2387,0.0,2.0
78,2400,0.0,1.0
78,2427,0.0,1.0
78,2444,0.0,2.0
78,2457,0.0,1.0
78,2472,1.0,0.0
78,2500,1.0,0.0
78,2527,1.0,0.0
78,2541,1.0,0.0
78,2555,1.0,0.0
78,2569,1.0,0.0
78,2585,1.0,0.0
78,2599,1.0,0.0
78,2612,2.0,0.0
78,2626,1.0,0.0
78,2639,2.0,0.0
78,2658,1.0,0.0
78,2672,1.0,0.0
78,2683,1.0,0.0
78,2710,1.0,0.0
78,2724,0.0,1.0
78,2740,0.0,1.0
78,2950,6.0,0.0
78,2962,2.0,0.0
78,2976,1.0,0.0
78,2989,2.0,0.0
78,3018,1.0,0.0
78,3033,2.0,0.0
78,3047,0.0,1.0
78,3060,0.0,1.0
78,3074,0.0,1.0
78,3087,0.0,1.0
78,3101,0.0,1.0
78,3115,0.0,1.0
78,3129,0.0,1.0
79,416,3.0,0.0
79,430,3.0,0.0
79,444,1.0,0.0
79,457,1.0,0.0
79,470,3.0,0.0
79,484,2.0,0.0
79,498,1.0,0.0
79,511,1.0,0.0
79,525,1.0,0.0
79,539,1.0,0.0
79,798,4.0,1.0
79,812,2.0,0.0
79,826,1.0,0.0
79,841,2.0,0.0
79,854,1.0,0.0
79,868,1.0,0.0
79,882,2.0,0.0
79,896,1.0,0.0
79,910,1.0,1.0
79,924,0.0,1.0
79,939,0.0,1.0
79,967,0.0,2.0
79,1008,1.0,0.0
79,1021,1.0,0.0
79,1036,1.0,0.0
79,1078,1.0,0.0
79,1092,2.0,0.0
79,1107,2.0,0.0
79,1121,2.0,0.0
79,1135,1.0,1.0
79,1149,0.0,1.0
79,1163,0.0,1.0
79,1179,0.0,1.0
79,1193,0.0,1.0
79,1209,2.0,0.0
79,1218,1.0,0.0
79,1237,1.0,0.0
79,1247,1.0,0.0
79,1275,2.0,0.0
79,1289,0.0,1.0
79,1315,1.0,0.0
79,1331,1.0,0.0
79,1344,1.0,0.0
79,1444,1.0,0.0
79,1457,4.0,0.0
79,1472,3.0,0.0
79,1484,1.0,0.0
79,1498,1.0,0.0
79,1513,1.0,0.0
79,1526,2.0,0.0
79,1542,1.0,0.0
79,1555,1.0,0.0
79,1569,1.0,0.0
79,1582,1.0,0.0
79,1597,1.0,0.0
79,1611,1.0,0.0
79,1624,1.0,0.0
79,1653,1.0,0.0
79,1862,1.0,0.0
79,1877,1.0,1.0
79,1891,3.0,0.0
79,1918,2.0,0.0
79,1932,1.0,0.0
79,1953,2.0,0.0
79,1967,1.0,1.0
79,1981,0.0,1.0
79,2010,0.0,1.0
79,2037,1.0,0.0
79,2247,0.0,1.0
79,2260,0.0,1.0
79,2275,1.0,0.0
79,2289,1.0,0.0
79,2304,1.0,0.0
79,2317,0.0,2.0
79,2332,0.0,1.0
79,2346,0.0,1.0
79,2360,0.0,1.0
79,2373,0.0,1.0
79,2387,0.0,1.0
79,2400,0.0,1.0
79,2427,1.0,0.0
79,2444,1.0,0.0
79,2458,1.0,0.0
79,2472,1.0,0.0
79,2484,1.0,0.0
79,2500,1.0,0.0
79,2513,1.0,0.0
79,2527,1.0,0.0
79,2541,1.0,0.0
79,2555,1.0,0.0
79,2569,1.0,0.0
79,2585,1.0,0.0
79,2599,1.0,0.0
79,2626,1.0,0.0
79,2639,1.0,0.0
79,2672,1.0,0.0
79,2864,0.0,1.0
79,2878,0.0,1.0
79,2906,1.0,0.0
79,2920,2.0,0.0
79,2934,1.0,0.0
79,2950,1.0,0.0
79,2962,2.0,0.0
79,2976,2.0,0.0
79,2989,1.0,0.0
79,3018,1.0,0.0
79,3033,1.0,0.0
79,3047,1.0,0.0
79,3061,1.0,0.0
79,3075,1.0,0.0
79,3088,1.0,0.0
79,3101,1.0,0.0
79,3115,1.0,0.0
80,362,1.0,0.0
80,373,1.0,0.0
80,400,3.0,0.0
80,416,1.0,0.0
80,430,3.0,0.0
80,444,2.0,0.0
80,457,1.0,0.0
80,470,2.0,0.0
80,484,1.0,0.0
80,498,1.0,0.0
80,511,1.0,0.0
80,526,2.0,0.0
80,556,1.0,0.0
80,785,2.0,3.0
80,815,3.0,0.0
80,826,1.0,0.0
80,841,2.0,0.0
80,854,1.0,0.0
80,868,1.0,0.0
80,883,2.0,0.0
80,897,1.0,0.0
80,911,1.0,0.0
80,939,0.0,3.0
80,955,0.0,1.0
80,981,0.0,2.0
80,995,0.0,1.0
80,1022,0.0,1.0
80,1037,0.0,1.0
80,1065,1.0,0.0
80,1079,2.0,0.0
80,1093,1.0,0.0
80,1107,2.0,0.0
80,1135,2.0,0.0
80,1149,1.0,0.0
80,1163,1.0,0.0
80,1179,1.0,0.0
80,1195,0.0,1.0
80,1209,0.0,1.0
80,1219,0.0,2.0
80,1237,0.0,1.0
80,1247,0.0,1.0
80,1261,0.0,1.0
80,1275,0.0,1.0
80,1305,0.0,1.0
80,1316,0.0,1.0
80,1389,0.0,1.0
80,1403,3.0,1.0
80,1429,1.0,0.0
80,1445,2.0,0.0
80,1457,1.0,0.0
80,1472,1.0,0.0
80,1485,1.0,0.0
80,1499,2.0,0.0
80,1513,1.0,0.0
80,1527,1.0,0.0
80,1542,2.0,0.0
80,1571,2.0,1.0
80,1611,1.0,0.0
80,1625,1.0,0.0
80,1640,1.0,0.0
80,1667,1.0,0.0
80,1709,1.0,0.0
80,1737,1.0,0.0
80,1836,2.0,0.0
80,1850,2.0,0.0
80,1863,1.0,0.0
80,1879,1.0,0.0
80,1893,3.0,0.0
80,1906,1.0,0.0
80,1919,1.0,0.0
80,1933,2.0,0.0
80,1954,0.0,1.0
80,1968,0.0,1.0
80,1982,0.0,1.0
80,1996,0.0,2.0
80,2080,1.0,0.0
80,2206,1.0,0.0
80,2248,1.0,0.0
80,2261,1.0,0.0
80,2266,1.0,0.0
80,2277,1.0,0.0
80,2291,1.0,0.0
80,2305,1.0,0.0
